LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month,Mean_Payment,Mean_Bill,MP_<_MB/2,Most_Common,Limit_Status,Sept_Amount,Tree1,Tree2,Tree3,Tree4,Tree5,Tree6,Tree7,Tree8,Heredity1
120000,1,2,1,37,2,2,0,0,0,0,45902,44868,45943,46976,47891,51036,0,2100,2100,2000,4100,3000,1,2216.6666666666665,47102.666666666664,1,0.0,2.2443,0,0,0,0,0,0,1,0,0,4
180000,1,1,1,41,1,2,2,2,2,0,114952,117567,119314,120882,117450,120398,6000,5100,5000,0,5000,5000,1,4350.0,118427.16666666667,1,2.0,3.802572222222222,0,0,0,1,0,0,0,0,0,2
50000,2,2,2,23,2,0,0,-2,-1,-1,8730,4388,0,0,5412,6414,1000,0,0,5412,2000,0,1,1402.0,4157.333333333333,1,-1.0,0.33064,1,0,0,0,0,0,1,0,0,0
90000,1,2,1,34,0,0,0,0,0,0,86371,85679,87036,88742,49148,48396,3073,3700,3374,1543,1405,1500,1,2432.5,74228.66666666667,1,0.0,4.786411111111111,1,0,1,0,0,0,0,0,0,0
360000,1,2,1,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,-2.0,0.0,0,1,0,0,0,0,0,0,0,-2
400000,1,2,2,29,0,0,0,0,0,0,237425,242225,246475,252429,257510,262931,8600,8000,9000,8200,8500,8500,1,8466.666666666666,249832.5,1,0.0,3.6204875,0,0,1,0,0,0,0,0,0,0
290000,1,1,2,32,-1,3,2,0,0,0,3739,3738,3737,179546,182148,185484,0,0,179460,6900,6600,7800,1,33460.0,93065.33333333333,1,0.0,1.2332137931034484,0,0,0,1,0,0,0,0,0,-3
20000,2,3,1,41,-1,-1,-1,0,0,0,780,0,732,642,1252,643,0,732,300,1000,500,1000,1,588.6666666666666,674.8333333333334,0,-1.0,0.02585,1,1,0,0,0,0,0,0,0,1
80000,2,2,1,33,2,3,2,2,0,0,51016,51081,52059,47912,48646,49341,1200,2100,0,1800,2000,2000,1,1516.6666666666667,50009.166666666664,1,2.0,3.6369375,1,0,0,0,0,0,1,0,0,6
100000,1,2,1,52,0,0,0,0,0,0,64254,21178,101565,82087,81201,77928,2211,81565,2625,3931,2900,2800,1,16005.333333333334,71368.83333333333,1,0.0,3.32181,0,0,1,0,0,0,0,0,0,0
200000,1,1,1,30,2,2,2,2,2,2,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,1,0.0,2500.0,1,2.0,0.075,0,0,0,0,0,0,0,1,0,4
180000,1,2,1,28,0,0,0,0,0,0,180827,175914,176778,172440,168914,171645,6600,7738,6200,6418,13000,0,1,6659.333333333333,174419.66666666666,1,0.0,5.592011111111111,1,0,1,0,0,0,0,0,0,0
20000,2,2,2,23,2,2,0,0,0,0,12492,11995,13324,14029,14308,14625,0,1528,1233,512,547,3880,1,1283.3333333333333,13462.166666666666,1,0.0,3.65365,0,0,0,0,0,0,1,0,0,4
130000,1,1,2,41,-1,-1,-1,-1,-1,-1,1392,0,696,1076,316,696,0,696,1076,316,696,696,1,580.0,696.0,0,-1.0,0.0053538461538461535,1,0,1,0,0,0,0,0,0,1
30000,2,1,1,24,-1,-1,-1,-1,-1,-1,9280,2643,3415,2250,2486,844,2643,3415,2250,2486,844,0,1,1939.6666666666667,3486.3333333333335,0,-1.0,0.30933333333333335,1,0,1,0,0,0,0,0,0,1
20000,2,3,1,43,2,0,0,0,0,0,18310,18739,19411,20209,19880,4341,1300,1500,1257,456,149,191,1,808.8333333333334,16815.0,1,0.0,4.80185,1,0,0,0,0,0,1,0,0,0
230000,1,2,2,32,2,2,2,2,2,2,189567,189023,187521,182671,174794,182160,9000,6300,6200,500,12500,0,1,5750.0,184289.33333333334,1,2.0,4.657547826086956,1,0,0,0,0,0,0,1,0,4
440000,2,1,1,39,0,0,0,0,0,0,388357,390101,387948,354871,238196,200777,14193,14740,9655,6453,5478,4919,1,9239.666666666666,326708.3333333333,1,0.0,4.329118181818182,1,0,1,0,0,0,0,0,0,0
210000,1,2,1,66,-1,2,-1,-1,-1,0,780,390,390,390,780,390,0,780,390,780,0,390,1,390.0,520.0,0,-1.0,0.0037142857142857142,1,0,0,1,0,0,0,0,0,-2
20000,2,2,1,40,0,0,0,0,0,0,14492,15304,16035,16517,16781,17142,1349,1080,562,500,456,218,1,694.1666666666666,16045.166666666666,1,0.0,4.6053,0,0,1,0,0,0,0,0,0,0
50000,1,1,2,32,0,0,2,3,2,2,15068,18303,20107,19496,18885,20581,3500,2400,0,0,2000,0,1,1316.6666666666667,18740.0,1,2.0,2.0908,0,1,0,0,0,0,0,0,0,0
90000,2,2,2,24,2,0,0,2,0,0,89346,89466,93755,89706,89221,91596,4100,8245,0,3450,7200,0,1,3832.5,90515.0,1,0.0,5.778833333333333,0,0,0,0,0,0,1,0,0,0
50000,2,2,1,31,0,0,2,0,0,2,44970,48101,46993,47940,50903,49794,3855,0,1694,3713,2000,1900,1,2193.6666666666665,48116.833333333336,1,0.0,5.51078,0,0,1,0,0,0,0,0,0,0
150000,2,2,1,41,2,2,2,2,2,2,68571,69845,71434,72365,73377,75052,3000,3300,2700,2800,3000,2800,1,2933.3333333333335,71774.0,1,2.0,2.7536266666666664,0,0,0,0,0,0,0,1,0,4
360000,1,2,1,57,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,-2.0,0.0,0,1,0,0,0,0,0,0,0,-2
250000,1,3,1,44,-1,-1,-1,-1,-1,-1,6826,3900,4482,43546,38051,576,3924,4482,43676,38166,576,2389,1,15535.5,16230.166666666666,0,-1.0,0.016672,0,0,1,0,0,0,0,0,0,1
170000,2,2,2,34,-1,-1,-1,-1,-1,-1,8069,2855,11744,5886,12916,3177,2855,11900,5886,12916,3177,4511,1,6874.166666666667,7441.166666666667,0,-1.0,0.020011764705882354,1,0,1,0,0,0,0,0,0,1
90000,2,2,2,24,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,-2.0,0.0,0,1,0,0,0,0,0,0,0,-2
50000,2,3,1,25,2,2,0,0,0,0,31097,30322,31142,29391,30099,28041,0,1833,1000,1000,10000,10000,1,3972.1666666666665,30015.333333333332,1,0.0,3.12518,1,0,0,0,0,0,1,0,0,4
30000,2,1,2,37,-1,-1,-1,-1,-1,-1,264,264,264,0,528,0,264,264,0,528,0,0,1,176.0,220.0,0,-1.0,0.0088,1,1,0,0,0,0,0,0,0,1
80000,2,3,1,28,0,0,0,0,0,0,63900,65343,66171,58683,43421,44267,3000,2470,2228,1516,2000,1556,1,2128.3333333333335,56964.166666666664,1,0.0,4.1126875,1,0,1,0,0,0,0,0,0,0
30000,2,2,1,43,2,2,2,2,2,2,15246,17838,17272,18131,17711,19007,3141,0,1434,0,1581,1705,1,1310.1666666666667,17534.166666666668,1,2.0,3.2448,0,0,0,0,0,0,0,1,0,4
230000,2,1,2,37,0,0,2,0,0,-2,9092,12509,12784,12584,0,0,3500,700,0,0,0,0,1,700.0,7828.166666666667,1,0.0,0.18595217391304347,1,1,0,0,0,0,0,0,0,0
20000,2,2,1,59,1,2,0,0,0,-2,19328,18711,17657,20000,0,0,0,1700,3000,0,0,0,1,783.3333333333334,12616.0,1,0.0,3.5498,1,0,0,1,0,0,0,0,0,2
250000,1,1,1,46,-1,-1,-1,-1,-1,-1,1197,-19,3121,2372,502,1979,0,3140,2387,504,1989,19150,1,4528.333333333333,1525.3333333333333,0,-1.0,-0.072072,0,0,1,0,0,0,0,0,0,1
130000,1,3,1,27,-1,-1,-1,-1,-2,-1,500,2000,1354,0,0,2699,2000,1354,0,0,2699,3766,1,1636.5,1092.1666666666667,0,-1.0,-0.02512307692307692,0,1,0,0,0,0,0,0,0,1
270000,1,2,1,53,2,2,2,2,2,2,211630,209812,219829,214795,228084,232680,3000,15000,0,17000,8500,0,1,7250.0,219471.66666666666,1,2.0,4.7160370370370375,0,0,0,0,0,0,0,1,0,4
240000,2,2,1,35,-1,2,-1,-1,-1,-1,528,264,264,264,264,414,0,264,264,264,414,264,1,245.0,333.0,0,-1.0,0.0022,1,0,0,1,0,0,0,0,0,-2
10000,1,2,2,24,1,2,2,2,2,2,6496,6246,8965,8672,9525,9228,0,3000,0,1000,0,800,1,800.0,8188.666666666667,1,2.0,4.4332,0,0,0,0,1,0,0,0,0,2
50000,2,2,2,31,2,2,2,2,2,2,30619,31634,32317,32787,33416,34116,1800,1500,1300,1300,1400,1500,1,1466.6666666666667,32481.5,1,2.0,3.72178,0,0,0,0,0,0,0,1,0,4
120000,1,2,1,47,-1,-1,-1,0,0,-1,2486,151,2853,2896,1149,1758,260,5753,1153,3,1759,4084,1,2168.6666666666665,1882.1666666666667,0,-1.0,-0.014325,1,0,1,0,0,0,0,0,0,1
50000,2,2,2,25,2,2,2,0,0,0,50863,50887,19345,19152,18953,19388,1600,0,1000,1000,900,900,1,900.0,29764.666666666668,1,0.0,3.46376,1,0,0,0,0,0,1,0,0,4
50000,2,2,1,37,2,2,3,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,1,0.0,1050.0,1,3.0,0.126,0,0,0,0,0,0,0,1,0,4
20000,2,2,1,28,2,2,2,0,0,0,17023,18432,17848,19103,19229,18856,2000,0,1574,700,688,687,1,941.5,18415.166666666668,1,0.0,5.2421,0,0,0,0,0,0,1,0,0,4
60000,2,1,2,29,1,-1,2,-1,-1,-1,0,351,199,3697,0,532,351,0,3697,0,532,0,1,763.3333333333334,796.5,0,-1.0,0.0033166666666666665,0,0,1,0,0,0,0,0,0,-1
70000,2,2,1,27,3,2,3,2,0,0,70084,71379,69264,26547,24173,24620,3000,0,0,2000,1000,1000,1,1166.6666666666667,47677.833333333336,1,0.0,3.9866714285714284,1,0,0,0,0,0,1,0,0,6
200000,2,1,2,40,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,-2.0,0.0,0,1,0,0,0,0,0,0,0,4
230000,1,1,1,39,-1,-1,-1,-1,-1,-1,1319,770,3465,0,486,634,770,3465,0,486,634,0,1,892.5,1112.3333333333333,0,-1.0,0.005734782608695652,1,1,0,0,0,0,0,0,0,1
50000,2,1,1,33,2,2,2,2,2,2,40669,43102,44313,45286,44256,47549,3424,2200,2000,0,4000,2300,1,2320.6666666666665,44195.833333333336,1,2.0,5.02502,0,0,0,0,0,0,0,1,0,4
160000,1,1,1,41,-1,-1,-1,-1,-1,2,776,230,1350,1310,2374,1444,230,1500,1310,1444,0,1000,1,914.0,1247.3333333333333,0,-1.0,0.0125,0,0,1,0,0,0,0,0,0,1
400000,1,3,1,42,0,0,0,0,0,0,95014,97074,98274,84698,58612,55610,5000,3532,4005,1482,1452,3000,1,3078.5,81547.0,1,0.0,1.1770275,1,0,1,0,0,0,0,0,0,0
400000,2,1,2,46,0,-1,2,-1,0,0,2030,10520,6073,8591,6611,17080,10540,18,8591,0,10990,0,1,5023.166666666667,8484.166666666666,0,0.0,0.051915,0,0,1,0,0,0,0,0,0,0
240000,2,2,1,30,1,-2,-1,2,-1,-1,0,0,7124,6860,2959,6000,0,7124,21,2959,6000,0,1,2684.0,3823.8333333333335,0,-1.0,0.028495833333333335,0,1,0,0,0,0,0,0,0,-2
200000,2,1,1,64,-1,-1,-1,0,0,-1,2035,1261,69048,3352,1992,1176,1261,69054,2000,0,1176,11099,1,14098.333333333334,13144.0,0,-1.0,-0.02863,0,0,1,0,0,0,0,0,0,1
60000,2,2,2,25,0,0,0,0,0,0,34992,36106,37220,38253,39369,36592,2000,2000,2000,2000,1400,1400,1,1800.0,37088.666666666664,1,0.0,3.5288666666666666,0,0,1,0,0,0,0,0,0,0
30000,2,2,1,42,2,2,2,0,0,2,4641,7071,6811,6795,7342,7075,2521,0,245,658,0,268,1,615.3333333333334,6622.5,1,2.0,1.2014333333333334,0,0,0,0,0,0,0,1,0,4
120000,1,2,2,29,-1,2,2,2,-2,-2,5521,2197,1010,0,0,0,1010,0,0,0,0,0,1,168.33333333333334,1454.6666666666667,1,2.0,0.06431666666666666,1,0,0,1,0,0,0,0,0,-2
70000,2,3,1,35,2,2,2,2,2,2,50834,52163,51060,54200,52734,55903,2460,0,4600,0,4200,2200,1,2243.3333333333335,52815.666666666664,1,2.0,4.334771428571429,0,0,0,0,0,0,0,1,0,4
80000,2,2,2,30,1,2,0,0,0,0,6393,6148,7311,7303,7456,7605,0,1266,258,267,269,278,1,389.6666666666667,7036.0,1,0.0,0.498475,0,0,0,1,0,0,0,0,0,2
50000,2,1,2,31,2,2,3,2,0,0,48903,53997,52298,50778,48055,45704,6500,0,0,3130,2532,1700,1,2310.3333333333335,49955.833333333336,1,2.0,5.71746,0,0,0,0,0,0,1,0,0,4
20000,1,2,1,40,1,2,0,0,0,2,8201,8912,10110,10817,11637,11307,1000,1500,1180,1000,0,1000,1,946.6666666666666,10164.0,1,0.0,2.7652,0,0,0,0,1,0,0,0,0,2
20000,2,2,2,22,0,0,0,0,2,2,12932,13940,14654,16712,16149,18112,1532,1246,2304,0,2390,634,1,1351.0,15416.5,1,0.0,4.21965,0,0,1,0,0,0,0,0,0,0
130000,1,1,1,70,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,-2.0,0.0,0,1,0,0,0,0,0,0,0,-2
60000,1,2,2,23,0,0,0,0,0,0,49507,33282,34312,17277,17808,19346,1970,2000,618,809,2000,616,1,1335.5,28588.666666666668,1,0.0,2.7253166666666666,1,0,1,0,0,0,0,0,0,0
50000,2,2,2,23,2,0,0,0,0,0,48537,30271,26283,26547,27119,27697,2000,2000,1000,1000,1028,1000,1,1338.0,31075.666666666668,1,0.0,3.56852,1,0,0,0,0,0,1,0,0,0
180000,2,2,2,42,2,2,2,2,2,2,50420,51818,52372,52917,54123,55176,2500,2000,2000,2200,2100,2200,1,2166.6666666666665,52804.333333333336,1,2.0,1.6879222222222223,0,0,0,0,0,0,0,1,0,4
80000,2,2,2,25,2,0,0,2,0,0,17330,19258,23416,22768,23243,23718,3000,4790,0,816,833,2000,1,1906.5,21622.166666666668,1,0.0,1.478675,0,0,0,0,0,0,1,0,0,0
80000,1,2,1,37,2,2,2,2,2,2,58024,59300,59831,60554,61938,63269,2800,2100,2300,2500,2500,500,1,2116.6666666666665,60486.0,1,2.0,4.3777,0,0,0,0,0,0,0,1,0,4
20000,2,1,2,23,1,2,0,0,-1,0,6081,3408,4016,3282,1814,2232,0,1000,100,1814,1000,0,1,652.3333333333334,3472.1666666666665,1,0.0,0.84595,1,0,0,1,0,0,0,0,0,2
210000,1,2,2,24,0,0,0,0,0,0,40985,41028,42041,42842,43757,45403,1987,2000,1800,1757,2533,2030,1,2017.8333333333333,42676.0,1,0.0,1.1616619047619048,0,0,1,0,0,0,0,0,0,0
360000,2,1,1,46,-1,-1,2,2,-2,-2,600,2462,2274,0,0,0,2462,0,0,0,0,0,1,410.3333333333333,889.3333333333334,1,-2.0,0.007983333333333334,0,1,0,0,0,0,0,0,0,1
100000,2,2,1,41,2,2,2,2,2,0,97031,96919,93277,97576,94742,95578,3500,0,7000,0,3600,4000,1,3016.6666666666665,95853.83333333333,1,2.0,5.57023,1,0,0,0,0,0,1,0,0,4
80000,1,1,1,47,-1,-1,-1,-1,-1,-1,2001,2338,5655,1670,3096,4590,2338,5655,1676,3096,4590,5598,1,3825.5,3225.0,0,-1.0,-0.0450375,0,0,1,0,0,0,0,0,0,1
120000,2,2,2,27,2,2,2,2,0,0,113354,115503,121861,117485,118381,115604,6200,10900,0,5000,4800,4505,1,5234.166666666667,117031.33333333333,1,2.0,5.589858333333333,0,0,0,0,0,0,1,0,0,4
120000,2,1,2,29,0,0,0,2,0,0,6385,9262,11793,11307,14102,15871,3000,2691,0,3000,2000,0,1,1781.8333333333333,11453.333333333334,1,0.0,0.483575,0,1,0,0,0,0,0,0,0,0
280000,1,2,1,36,1,2,2,2,0,0,168708,172528,174328,170028,174281,185348,8000,6100,0,7000,14000,7000,1,7016.666666666667,174203.5,1,2.0,3.582575,0,0,0,1,0,0,0,0,0,2
270000,1,2,1,40,0,0,0,0,0,0,42598,44610,46666,48685,49574,50622,3036,3092,3111,2000,2000,2000,1,2539.8333333333335,47125.833333333336,1,0.0,0.9908,0,0,1,0,0,0,0,0,0,0
170000,2,1,1,35,2,2,2,2,2,2,131909,133178,131711,139143,140987,144187,4800,2000,11000,5500,5500,5400,1,5700.0,136852.5,1,2.0,4.628911764705882,0,0,0,0,0,0,0,1,0,4
110000,1,3,1,35,2,0,0,0,2,2,67591,69773,71886,76767,78462,79890,3200,3200,6000,3000,2800,3200,1,3566.6666666666665,74061.5,1,0.0,3.845172727272727,0,0,0,0,0,0,0,1,0,0
150000,2,2,1,35,0,0,0,0,0,0,102007,93116,84302,74986,67369,60434,5000,5045,2563,3006,3000,2218,1,3472.0,80369.0,1,0.0,3.07588,1,0,1,0,0,0,0,0,0,0
50000,1,3,1,55,0,0,0,0,0,2,40247,41382,49943,50412,30970,30362,1800,9331,1500,4549,0,1092,1,3045.3333333333335,40552.666666666664,1,0.0,4.50088,0,0,1,0,0,0,0,0,0,0
80000,2,2,2,31,0,0,0,0,0,0,28190,27045,22843,20578,19049,16221,1751,1500,1000,779,545,500,1,1012.5,22321.0,1,0.0,1.5981375,1,0,1,0,0,0,0,0,0,0
500000,1,1,2,37,-1,-1,-1,-1,-1,-1,4331,60446,30592,154167,13410,25426,60446,30594,150843,163881,25426,39526,1,78452.66666666667,48062.0,0,-1.0,-0.364688,0,0,1,0,0,0,0,0,0,1
190000,1,2,2,40,2,2,2,2,2,2,149411,145613,156765,159386,161870,165725,0,15000,6600,6500,6500,7000,1,6933.333333333333,156461.66666666666,1,2.0,4.721947368421053,0,0,0,0,0,0,0,1,0,4
80000,1,3,2,26,0,0,0,0,0,0,79558,81906,76228,76841,9534,7371,3694,3470,3305,500,300,500,1,1961.5,55239.666666666664,1,0.0,3.9958625,1,0,1,0,0,0,0,0,0,0
50000,2,2,2,28,-1,3,2,-1,0,0,1876,1690,429,4836,1170,780,0,0,4836,0,0,0,1,806.0,1796.8333333333333,1,-1.0,0.1189,1,0,0,1,0,0,0,0,0,-3
20000,2,2,1,22,2,2,2,0,0,0,16726,19143,18391,18562,11798,0,3000,0,371,1236,0,0,1,767.8333333333334,14103.333333333334,1,0.0,4.00065,1,0,0,0,0,0,1,0,0,4
50000,2,2,2,41,2,2,2,2,2,2,5025,4805,46295,46885,47535,45994,0,42000,1600,1500,2000,2000,1,8183.333333333333,32756.5,1,2.0,2.94878,0,0,0,0,0,0,0,1,0,4
250000,1,2,1,52,2,2,2,2,0,0,29860,29086,33288,32459,34600,36539,0,5000,0,3000,2500,2500,1,2166.6666666666665,32638.666666666668,1,2.0,0.731328,0,0,0,0,0,0,1,0,0,4
50000,1,2,1,52,2,0,0,0,0,-1,27548,28578,29660,30600,-300,9037,1478,1560,1500,0,9337,323,1,2366.3333333333335,20853.833333333332,1,0.0,2.2185,1,0,0,0,0,0,1,0,0,0
290000,2,1,1,33,2,0,0,2,2,2,88176,21956,24815,24120,25218,24855,1354,3213,0,1616,0,724,1,1151.1666666666667,34856.666666666664,1,2.0,0.6973551724137931,1,0,0,0,0,0,0,1,0,0
100000,1,2,1,33,2,0,0,0,0,0,66393,67827,69202,70153,71468,72930,3100,3100,2700,2600,2650,2800,1,2825.0,69662.16666666667,1,0.0,4.01023,0,0,0,0,0,0,1,0,0,0
60000,2,2,1,30,1,2,0,0,2,2,14135,13616,16065,18092,17504,19216,0,3000,2300,0,2000,0,1,1216.6666666666667,16438.0,1,2.0,1.5221333333333333,0,0,0,0,1,0,0,0,0,2
90000,2,3,1,25,-1,-1,-1,-1,0,-1,3363,174,1473,390,390,780,174,1473,780,0,780,0,1,534.5,1095.0,1,-1.0,0.037366666666666666,1,0,1,0,0,0,0,0,0,1
210000,2,3,2,46,1,2,0,0,-1,-1,5816,5579,20079,17309,2310,241,13,17309,0,2310,241,4000,1,3978.8333333333335,8555.666666666666,1,-1.0,0.13076666666666667,0,0,0,1,0,0,0,0,0,2
110000,2,1,1,32,2,2,0,0,2,2,114430,108202,108657,108668,103867,111842,0,6000,8200,0,9956,4000,1,4692.666666666667,109277.66666666667,1,2.0,5.7046363636363635,1,0,0,0,0,0,0,1,0,4
90000,2,2,1,40,2,2,0,0,0,0,96249,91839,90758,90537,90263,90268,0,3273,3267,3212,3440,6898,1,3348.3333333333335,91652.33333333333,1,0.0,5.886933333333333,1,0,0,0,0,0,1,0,0,4
200000,1,2,1,36,-1,-1,-1,-1,-1,-1,4670,4670,4670,4670,4670,4670,4670,4670,4670,4670,4670,4670,1,4670.0,4670.0,0,-1.0,0.0,0,0,1,0,0,0,0,0,0,1
50000,2,1,2,29,-1,-1,-1,0,-1,-1,2459,2471,6015,5625,3056,2439,2471,6015,0,3056,2439,3026,1,2834.5,3677.5,0,-1.0,0.10116,0,1,0,0,0,0,0,0,0,1
30000,1,1,2,30,1,2,2,2,0,0,21996,21356,23496,22820,23352,23963,0,2500,0,900,1000,1200,1,933.3333333333334,22830.5,1,2.0,4.379433333333333,0,0,0,1,0,0,0,0,0,2
100000,1,3,1,35,2,2,0,0,2,2,101326,97751,92431,97227,88899,93766,0,3500,7000,0,7000,0,1,2916.6666666666665,95233.33333333333,1,2.0,5.539,1,0,0,0,0,0,0,1,0,4
50000,2,2,2,28,0,0,0,0,0,0,28457,29491,30508,31599,32262,32904,1492,1509,1600,1170,1177,1217,1,1360.8333333333333,30870.166666666668,1,0.0,3.54112,0,0,1,0,0,0,0,0,0,0
150000,2,2,1,38,-2,-2,-2,-2,-2,-1,0,0,0,0,0,150,0,0,0,0,150,810,1,160.0,25.0,0,-2.0,-0.0054,0,1,0,0,0,0,0,0,0,4
20000,2,2,1,43,0,0,0,0,0,0,16510,17770,16432,16174,16499,12882,1558,1286,1204,529,467,544,1,931.3333333333334,16044.5,1,0.0,4.53395,1,0,1,0,0,0,0,0,0,0
10000,2,2,2,44,-2,-2,-2,-1,0,0,390,390,780,17585,18301,18663,390,780,17585,1000,667,692,1,3519.0,9351.5,1,-2.0,3.4995,0,0,1,0,0,0,0,0,0,4
130000,1,2,2,29,1,2,2,2,2,2,88766,91466,93182,90851,96576,98452,5000,4000,0,7200,3500,3600,1,3883.3333333333335,93215.5,1,2.0,4.123023076923077,0,0,0,0,1,0,0,0,0,2
70000,2,2,2,36,-1,2,2,2,2,2,1156,2254,2044,4152,3023,4014,2044,0,4000,0,2000,0,1,1340.6666666666667,2773.8333333333335,1,2.0,0.12284285714285714,0,0,0,0,1,0,0,0,0,-2
50000,1,1,2,25,-1,-1,-1,-1,-1,-1,9716,25045,15180,6964,7604,2173,25045,15522,6964,7604,2173,6586,1,10649.0,11113.666666666666,0,-1.0,0.05576,0,0,1,0,0,0,0,0,0,1
20000,1,2,2,23,1,2,0,0,2,0,20235,17132,16856,16875,13454,10104,0,1200,1000,0,1000,10000,1,2200.0,15776.0,1,0.0,4.0728,1,0,0,1,0,0,0,0,0,2
80000,2,3,1,33,-1,2,-1,-1,-1,-1,780,390,814,390,390,390,0,814,390,390,390,1578,1,593.6666666666666,525.6666666666666,0,-1.0,-0.0051,1,0,0,1,0,0,0,0,0,-2
420000,2,3,2,27,-2,-2,-1,0,0,0,1486,-3341,116659,119808,122181,130976,2679,120000,5003,5000,10979,5016,1,24779.5,81294.83333333333,1,0.0,0.8073619047619047,0,0,1,0,0,0,0,0,0,4
150000,1,1,2,30,2,2,2,2,2,2,17352,21338,20304,21585,20718,22813,5000,0,2000,0,3000,0,1,1666.6666666666667,20685.0,1,2.0,0.7607333333333334,0,0,0,0,0,0,0,1,0,4
240000,2,1,2,28,1,-1,-1,-1,-1,-1,0,1748,0,14944,968,10408,1748,0,14944,968,10408,0,1,4678.0,4678.0,0,-1.0,0.0,0,0,1,0,0,0,0,0,0,-1
210000,2,2,1,34,0,0,2,0,0,0,201223,214479,193598,178416,143879,125004,17580,0,7193,3500,4881,3679,1,6138.833333333333,176099.83333333334,1,0.0,4.856028571428571,1,0,1,0,0,0,0,0,0,0
70000,2,2,2,25,0,0,2,2,2,4,33390,34832,35472,38369,42729,41496,2000,1500,3500,5300,0,0,1,2050.0,37714.666666666664,1,2.0,3.0569714285714285,0,0,1,0,0,0,0,0,0,0
10000,1,3,1,47,0,0,2,0,0,2,6817,9119,8826,8849,9567,9265,2588,0,318,862,0,502,1,711.6666666666666,8740.5,1,0.0,4.8173,0,1,0,0,0,0,0,0,0,0
190000,1,2,1,43,0,0,0,0,0,0,83399,86010,87736,90373,91980,94502,4000,4000,5000,4000,4000,5000,1,4333.333333333333,89000.0,1,0.0,2.6736842105263157,0,0,1,0,0,0,0,0,0,0
20000,1,2,1,59,3,2,3,3,2,2,6015,7759,8486,8208,7930,8650,2000,1000,0,0,1000,0,1,666.6666666666666,7841.333333333333,1,2.0,2.1524,0,0,0,0,0,0,0,1,0,6
200000,2,3,1,69,2,2,2,2,2,-2,2500,2500,2500,2500,0,0,0,0,0,0,0,0,1,0.0,1666.6666666666667,1,2.0,0.05,1,0,0,0,0,0,1,0,0,4
20000,2,2,1,38,1,-1,-1,-2,-2,-2,0,2000,0,0,0,0,2000,0,0,0,0,0,1,333.3333333333333,333.3333333333333,0,-2.0,0.0,0,1,0,0,0,0,0,0,0,-1
50000,1,2,2,58,4,3,2,2,2,2,51996,51203,50071,8086,8263,9533,300,300,300,293,1400,400,1,498.8333333333333,29858.666666666668,1,2.0,3.52318,1,0,0,0,0,0,0,1,0,12
50000,1,1,1,37,2,0,0,0,2,0,48716,49504,44127,22053,20129,19262,2213,1804,2700,0,700,1000,1,1402.8333333333333,33965.166666666664,1,0.0,3.90748,1,0,0,0,0,0,1,0,0,0
120000,1,1,1,43,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,-2.0,0.0,0,1,0,0,0,0,0,0,0,-2
30000,2,3,1,62,0,0,0,0,0,0,18563,19647,20725,21774,22114,22607,1700,1700,1700,1000,1000,2000,1,1516.6666666666667,20905.0,1,0.0,3.877666666666667,0,0,1,0,0,0,0,0,0,0
60000,2,1,2,34,0,0,0,0,0,0,55447,48270,41087,25518,26276,27012,2178,1511,1200,1300,1300,1252,1,1456.8333333333333,37268.333333333336,1,0.0,3.58115,1,0,1,0,0,0,0,0,0,0
220000,2,2,2,30,1,2,0,0,0,0,5627,5391,6442,7458,8177,111816,0,1300,1281,1000,103860,4346,1,18631.166666666668,24151.833333333332,0,0.0,0.15056363636363637,0,0,0,1,0,0,0,0,0,2
120000,1,4,1,39,2,0,0,0,0,-1,114647,114645,72188,42840,19860,390,5000,10000,4000,5000,390,780,1,4195.0,60761.666666666664,1,0.0,2.828333333333333,1,0,0,0,0,0,1,0,0,0
140000,2,3,2,24,1,2,2,2,0,0,42897,45739,46468,45422,46371,47297,3821,1775,0,1833,1850,2000,1,1879.8333333333333,45699.0,1,2.0,1.8779642857142858,0,0,0,1,0,0,0,0,0,2
320000,1,2,1,41,1,-2,-2,-2,-2,-2,0,0,0,0,700,860,0,0,0,700,860,2420,1,663.3333333333334,260.0,0,-2.0,-0.0075625,0,1,0,0,0,0,0,0,0,-2
